first_wak,second_wak,third_wak,fourth_wak,fifth_wak,sixth_wak,seventh_wak,eighth_wak
ความเพียรเป็นอริแล้ว,เป็นมิตร,คร้านเกียจเป็นเพื่อนสนิท,ร่วมไร้,วิชาเฉกยาติด,ขมขื่น,ประมาทเหมือนดับไต้,ชั่วร้ายฤๅเห็น ฯ
ผิรู้รู้จุ่งให้,เทียมคน,จักเงื่องเงื่องเป็นกล,เงื่องแหง้,จักสุกอย่าสุกปน,ดิบครึ่ง หนึ่งนา,ทางไล่ไว้หนีแก้,รอดแคล้วภัยพาล ฯ
ความรู้รู้ยิ่งได้,สินศักดิ์,เป็นที่ชนพำนัก,นอบนิ้ว,อย่าเกียจเกลียดหน่ายรัก,เรียนต่อ,รู้ชอบใช่หอบหิ้ว,เหนื่อยแพ้แรงโรย ฯ
วิชาเป็นเพื่อนเลี้ยง,ชีวิต,ยามอยู่เรือนเมียสนิท,เพื่อนร้อน,ร่างกายสหายติด,ตามทุกข์ ยากนา,ธรรมหากเป็นมิตรข้อน,เมื่อม้วยอาสัญ ฯ
เป็นชายความรู้ยิ่ง,เป็นทรัพย์,ทุกประเทศมีผู้นับ,อ่านอ้าง,สตรีรูปงามสรรพ,เป็นทรัพย์ ตนนา,แม้ตกยากไร้ร้าง,ห่อนไร้สามี ฯ
เห็นใดจำให้แน่,นึกหมาย,ฟังใดอย่าฟังดาย,สดับหมั้น,ชนม์ยืนอย่าพึงวาย,ตรองตรึก ธรรมนา,สิ่งสดับทั้งนั้น,ผิดเพี้ยนเป็นครู ฯ
เภตราเพียบล่มล้ม,จมอรร- ณพนา,เกวียนหนักหักเพลาพลัน,ง่ายไซร้,น้ำน่านซ่านตลิ่งคัน,เพราะเปี่ยม เต็มแฮ,ผู้ประจาคมากให้,ทรัพย์ม้วยหมดตัว ฯ
พลอดนักมักพลาดพลั้ง,พลันผิด,หาญนักมักชีวิต,มอดม้วย,ตรองนักมักเสียจริต,จักคลั่ง,รักนักมักหลงด้วย,เล่ห์ลิ้นลมหญิง ฯ
คนใดโผงพูดโอ้,อึงดัง,อวดว่ากล้าอย่าฟัง,สัปปลี้,หมาเห่าเล่าอย่าหวัง,จักขบ ใครนา,สองเหล่าเขาหมู่นี้,ชาติเชื้อเดียวกัน ฯ
เสือใดแรงร้ายระ,พะพง,อาจอุกบุกดงยง,ขบคั้น,กินสัตว์สุระทะนง,ศักดิ์สาธุ์,จักฉิบหายตายหมั้น,เพราะร้ายแรงทะนง ฯ
ลับหลังบังเบียดล้าง,ลบคุณ,ต่อพักตร์ยกยอบุญ,ลึกซึ้ง,คบมิตรจิตปานปุน,เป็นดุจ นี้นา,กลดั่งเสพน้ำผึ้ง,คลุกเคล้ายาตาย ฯ
ผู้อื่นแม้ประโยชน์ไซร้,เสมอมิตร,มิตรประทุษฐ์ทำจิต,เจ็บช้ำ,กายกับพยาธิชิด,ใครชอบ เลยนา,รุกขชาติในป่าล้ำ,เลิศให้เป็นยา ฯ
สนิมเหล็กเกิดแต่เนื้อ,ในตน,กินกัดเนื้อเหล็กจน,กร่อนขร้ำ,บาปเกิดแก่ตนคน,เป็นบาป,บาปย่อมทำโทษซ้ำ,ใส่ผู้บาปเอง ฯ
ฟักแฟงแตงเต้าถั่ว,งายล,หว่านสิ่งใดให้ผล,สิ่งนั้น,ทำทานหว่านกุศล,ผลเพิ่ม พูนนา,ทำบาปบาปซั้นซั้น,ไล่เลี้ยวตามตน ฯ
ยายำประกอบด้วย,มนตร์ดล,เคราะห์โศกโรคบนปน,ปะไซร้,แม้นบุญช่วยอวยผล,ผลเพิ่ม พูนนา,แม้บาปบุรพกรรมให้,บาปซ้ำเสียศูนย์ ฯ
มีสินฤๅเท่าผู้,มีคุณ,ข้าศึกฤๅปานปุน,พยาธิไซร้,รักใดจักเพิ่มพุน,รักอาต- มานา,แรงอื่นฤๅจักได้,เท่าด้วยแรงกรรม ฯ
อย่าโทษไทท้าวท่วย,เทวา,อย่าโทษสถานภูผา,ย่านกว้าง,อย่าโทษหมู่วงศา,มิตรญาติ,โทษแต่กรรมเองสร้าง,ส่งให้เป็นเอง ฯ
หมอแพทย์ทายว่าไข้,ลมคุม,โหรว่าเคราะห์แรงรุม,โทษให้,แม่มดว่าผีกุม,ทำโทษ,ปราชญ์ว่ากรรมเองไซร้,ก่อสร้างมาเอง ฯ
แม้มีตัวใหญ่เพี้ยง,ภูผา,สูงเจ็ดลำตาลสา-,มารถแท้,พงศ์พันธุ์เผ่าจันทรา,สุริเยศ ก็ดี,ครั้นว่าไร้ทรัพย์แล้,ทั่วหล้าฤๅเห็น (นับหน้าฤๅมี) ฯ
คนผู้หินชาติช้า,พงศ์พันธุ์,ครั้นมั่งมีสินสรรพ์,อวดอ้าง,แม้ผู้เผ่าสุริยจันทร์,สูงศักดิ์ ก็ดี,ครั้นทรัพย์แรมโรยร้าง,หมู่ร้ายดูแคลน ฯ
แม้มีเนตรพ่างเพี้ยง,พันจัก- ษุแฮ,มีวิชารู้หลัก,เลิศล้น,ปัญญายิ่งยศศักดิ์,ฦาทั่ว ภพนา,รู้เท่าใดฤๅพ้น,พ่ายแพ้ความตาย ฯ
มีฤทธิแรงมากแม้น,ทศพล ก็ดี,หักพระเมรุทบทน,ท่าวแท้,หยิบยกสี่สากล,ชูกลอก ไว้นา,บัดย่อมจะพ่ายแพ้,แก่ท้าวมฤตยู ฯ
มีฤทธิ์รู้ยิ่งแม้น,สัพพัญญู ก็ดี,เหินเห็จเตร็จไตรตรู,ทั่วหล้า,ตำดินแหวกสินธู,ทุกทวีป,รู้เท่ารู้ล้นฟ้า,ห่อนพ้นความตาย ฯ
มีบุตรบ่วงหนึ่งเกี้ยว,พันคอ,ทรัพย์ผูกบาทาคลอ,หน่วงไว้,ภรรยาเยี่ยงบ่วงปอ,รึงรัด มือนา,สามบ่วงใครพ้นได้,จึ่งพ้นสงสาร ฯ
บัญญัติลูกเต้าทรัพย์,สินสกล,ผู้โฉดคิดเวียนวน,โศกเศร้า,บ่คิดว่าตัวตน,ศูนย์เปล่า ไซร้ฤๅ,เมียลูกทรัพย์หากเข้า,เกาะยื้อยามมรณ์ ฯ
ผู้ใดมีมั่งขั้ง,เงินทอง,ลูกที่ดีให้ครอง,สืบไว้,ลูกร้ายอย่าพึงปอง,มอบทรัพย์ ให้นา,พึงวิจารณ์ประมวญให้,รอบรู้เป็นคุณ ฯ
มีลูกจากโทษแท้,สาธารณ์,เข้าบ่อนคบคนพาล,ลักลี้,ส้องเสพสุราบาน,การบาป,จากโทษแท้เท่านี้,ลาภล้ำบิดา ฯ
ลูกหนึ่งยอดยิ่งล้ำ,ประยูร,ลูกหนึ่งเทียมตระกูล,พ่อแท้,ลูกหนึ่งถ่อยสถูล,กว่าชาติ,สามสิ่งนี้มีแล้,เที่ยงแท้ทุกคน ฯ
มีลูกลูกเล่าไซร้,หลายประการ,ลูกหนึ่งพึงล้างผลาญ,ทรัพย์ม้วย,ลูกหนึ่งย่อมคบพาล,พาผิด มานา,ลูกที่ดีนั้นด้วย,ว่ารู้ฟังคำ ฯ
มีลูกดื้อลูกขี้-,กาแก,มีทาสเทียรตำแย,แส่ไส้,มีเรือรั่วขี่แพ,ดีกว่า,มีแม่เรือนเปื้อนให้,เดือดร้อนเพรางาย ฯ
พระจันทร์โอภาสด้วย,ราตรี,แสงสว่างแผ้วพันสี,ส่องหล้า,กษัตริย์อ่าอินทรีย์,เรืองรุ่ง งามนา,บุตรที่ดีรุ่งหน้า,พวกพ้องพงศ์พันธุ์ ฯ
ว่าเมียมีมากล้ำ,หลายเมีย,เมียหนึ่งยกยอเยีย,อย่างแหม้,เมียหนึ่งส่ายทรัพย์เสีย,ศูนย์จาก ตนนา,เมียหนึ่งทำโทษแท้,เที่ยงให้ฉิบหาย ฯ
เมียมากจุ่งระมัดหมั้น,ตัวตน,มันย่อมหามนตร์ดล,คิดร้าย,รักนักมักหลงกล,การเสน่ห์,ควรประหยัดอย่าหง้าย,จักสิ้นเสียตัว ฯ
หญิงประทุษฐ์ทำเล่ห์ซ้อน,เหนือชาย,คิดคดมุ่งมั่นหมาย,ค่ำเช้า,คอยไข้ป่วยปางตาย,อับลาภ,เอาพิษเพิ่มภักษ์เข้า,เหตุนั้นควรถวิล ฯ
หญิงชั่วผัวหย่าร้าง,สามคน,ช้างหลีกหนีสามหน,จากเจ้า,ลูกศิษย์ผิดครูตน,สามแห่ง,เขาหมู่นี้อย่าเข้า,เสพส้องสมาคม ฯ
หญิงชั่วชู้ร้ายนัก,ฤๅคลาด,เห็นบุรุษนักปราชญ์,เกลียดใกล้,แมลงวันย่อมเอาชาติ,อสุภ เน่านา,บ่เสาะกลิ่นดอกไม้,ดุจผึ้งภุมรา ฯ
ปางก่อนเคยร่วมน้ำ,ใจจิต,เคยยื่นทรัพย์ไปล่ปลิด,ปลดให้,เคยเป็นมิ่งเมียสนิท,หลายชาติ มานา,ในชาตินี้จึ่งได้,เสพส้องครองกัน ฯ
อากาศหฤโหดร้าย,คือกา,สัตว์สี่ตีนคือลา,โหดแท้,นักพรตมักโกรธา,หฤโหด,ร้ายกว่าร้ายนั้นแล้,แต่ผู้นินทา ฯ
ถ่อลอยกลางแม่น้ำ,ฤๅจะเอา,แม้มิบุบบางเบา,มอดย้ำ,สตรีรูปลำเพา,ผัวหย่า เล่าแฮ,ยักหล่มถ่มร้ายซ้ำ,ไม่ร้ายแรงหึง ฯ
ด ังฤๅแม่น้ำและ,หนทาง,ศาลสระโรงบึงบาง,บ่อห้วย,เปรียบประดุจใจนาง,ในโลก นี้นา,ฤๅอิ่มเวลาด้วย,แห่งห้องสงสาร ฯ
แมลงวันท่วยเด็กน้อย,นารี,พลูกัดชลคุณฑี,ลูกไม้,น้ำไหลแลฤๅษี,สิทธิเดช,เจ็ดสิ่งนี้อย่าได้,เกลียดอ้างเป็นเดน ฯ
ด ูข้าดูเมื่อใช้,การหนัก,ดูมิตรพงศารัก,เมื่อไร้,ดูเมียเมื่อไข้จัก,จวนชีพ,อาจจักรู้จิตไว้,ว่าร้ายฤาดี ฯ
ทาสาอย่าคิดไว้,วางใจ,ปกปิดกลภายใน,อย่าหง้าย,เลศลับสิ่งใดใด,เห็นเหตุ,มันแนะนำทำร้าย,หมดสิ้นเสียตัว ฯ
ความลับอย่าให้ทาส,จับที,ปกปิดมิดจงดี,อย่าแผร้,แม้ให้ทราบเหตุมี,หลายหลาก,นับว่าข้าทาสแท้,โทษร้ายเร็วถึง ฯ
หญิงทาสทางทาสใช้,โดยควร,อย่าและเล็มลามลวน,วากเว้,รู้รสก่อเชิงชวน,ใช้ยาก,ดังแมลงป่องจระเข้,ก่งแหง้งอนหาง ฯ
ช้างสารหกศอกไซร้,เสียงา,งูเห่ากลายเป็นปลา,อย่าต้อง,ข้าเก่าเกิดแต่ตา,ตนปู่ ก็ดี,เมียรักนอนร่วมห้อง,อย่าไว้วางใจ ฯ
หญิงชายบ้าบาปเถ้า,ทุรชน,ใครอดออมข้าคน,หมู่นี้,สิริห่อนจากตน,คลาคลาด,มาอยู่ชูตีนกี้,เมื่อรื้อวางวาย ฯ
พ่อชั่วคนรู้ย่อม,สาธารณ์,แม่ชั่วปากสามานย์,กล่าวกล้า,พ่อแม่โคตรสันดาน,สุทธชาติ,คำอ่อนหวานบานหน้า,ร่วมรู้อันดี ฯ
พ่อตายคือฉัตรกั้ง,หายหัก,แม่ดับดุจรถจักร,จากด้วย,ลูกตายบ่วายรัก,แรงร่ำ,เมียมิ่งตายวายม้วย,มืดคลุ้มแดนไตร ฯ
พิษร้อนในโลกนี้,มีสาม,พิษหอกดาบเพลิงลาม,ลวกไหม้,ร้อนจริงก็มียาม,หยุดหย่อน เย็นนา,ร้อนสิ่งเดียวร้อนไร้,ยิ่งร้อนฤๅวาย ฯ
หวานใดในโลกนี้,มีสาม สิ่งนา,หวานหนึ่งคือรสกาม,อีกอ้อย,หวานอื่นหมื่นแสนทราม,สารพัด หวานเอย,หวานไป่ปานรสถ้อย,กล่าวเกลี้ยงคำหวาน ฯ
ธรรมดายาโรคร้อน,รสขม,กินก็บำบัดลม,และไข้,คนซื่อกล่าวใครชม,ว่าชอบ หูแฮ,จริงไป่จริงนั้นไซร้,ผ่ายหน้านานเห็น ฯ
โทษท่านผู้อื่นเพี้ยง,เมล็ดงา,ปองติฉินนินทา,ห่อนเว้น,โทษตนเท่าภูผา,หนักยิ่ง,ป้องปิดคิดซ่อนเร้น,เรื่องร้ายหายสูญ ฯ
คนรักมีมากไซร้,แสดงผล,ชังมากนินทาตน,โศกเศร้า,รักมากเมื่อกังวล,วานช่วย กันนา,ชังมากมักรุมเร้า,กล่าวร้ายรันทำ ฯ
ด อกบัวหนามณะก้าน,คนฉิน,สระก็มีมลทิน,ไป่พร้อง,น้ำล้างสิ่งของกิน,พึงเกลียด ตินา,คลองอาบอากูลซ้อง,สิ่งร้ายเป็นดี ฯ
ลิ้นพราหมณ์ตานกแร้ง,จมูกมด,น้ำจิตพระยากำหนด,ยากแท้,คำครูสั่งสอนบท,ธรรเมศ,ห้าสิ่งนี้แหลมแล้,รวดรู้เร็วจริง ฯ
คนตื่นคืนหนึ่งช้า,จริงเจียว,มล้าวิถีโยชน์เดียว,ดุจร้อย,สงสารหมู่พาลเทียว,ทางเนิ่น นานนา,เพราะบ่เห็นธรรมน้อย,หนึ่งให้เป็นคุณ ฯ
เฝ้าท้าวเทียมเสพด้วย,ยาพิษ,เข้าสู่สงครามชิด,ใช่ช้า,ทรงครรภ์แลพาณิช,เที่ยวท่อง ชเลนา,บัดชื่นบัดเศร้าหน้า,กล่าวใกล้ความตาย ฯ
บรรทมยามหนึ่งไท้,ทรงฤทธิ์,หกทุ่มหมู่บัณฑิต,ทั่วแท้,สามยามพวกพาณิช,นรชาติ,นอนสี่ยามนั้นแล,เที่ยงแท้เดียรฉาน ฯ
ราชาธิราชน้อม,ในสัตย์,อำมาตย์เป็นบรรทัด,ถ่องแท้,ฝูงราษฎร์อยู่ศรีสวัสดิ์,ทุกเมื่อ,เมืองดั่งนี้เลิศแล้,ไพร่ฟ้าเปรมปรีดิ์ ฯ
ข้าท่านคร้านหลีกเจ้า,จากเจียร,ชีบ่เล่าเรียนเขียน,อ่านไซร้,ชาวนาละความเพียร,ไถถาก,สามสิ่งนี้โหดให้,โทษแท้คนฉิน ฯ
นายเรือนใหญ่อยู่เหย้า,เรือนตน,นายช่างเป็นใหญ่คน,ลูกบ้าน,ท้าวพระยาใหญ่กว่าชน,ในเขต แดนนา,นักปราชญ์ใหญ่แปดด้าน,ทั่วด้าวทิศา ฯ
สตรีดีรูปได้,เป็นทรัพย์,ชายฉลาดความรู้สรรพ,ทรัพย์ได้,พราหมณ์ทรงเวทยานับ,ว่าทรัพย์ พราหมณ์นา,ภิกษุเกิดลาภไซร้,เพื่อรู้เทศน์ธรรม ฯ
เรียนสรรพสบศาสตร์สิ้น,เพลงศิลป์,ประสิทธิ์เสร็จทั้งแดนดิน,ย่อมได้,ตามปัญญายิ่งโดยจินต์,คดีโลก,สอนอัชฌาสัยไซร้,ห่อนได้มีครู ฯ
เรียนรู้ครูบอกได้,เสร็จสรรพ์,สบศาสตร์ศิลป์ทุกอัน,ย่อมรู้,อัชฌาสัยแห่งสามัญ,บุญแต่ง มาแฮ,ครูทักนักสิทธิผู้,เลิศได้บอกเลย ฯ
แม้นบุญยังอย่าได้,ขวนขวาย,อย่าตื่นตีตนตาย,ก่อนไข้,ลูกพร้าวอยู่ถึงปลาย,สูงสุด ยอดนา,ใครพร่ำน้ำตักให้,หากรู้เต็มเอง ฯ
นกน้อยขนน้อยแต่,พอตัว,รังแต่งจุเมียผัว,อยู่ได้,มักใหญ่ย่อมคนหวัว,ไพเพศ,ทำแต่พอตัวไซร้,อย่าให้คนหยัน ฯ
เห็นท่านมีอย่าเคลิ้ม,ใจตาม,เรายากหากใจงาม,อย่าคร้าน,อุตส่าห์พยายาม,การกิจ,เอาเยี่ยงอย่างเพื่อนบ้าน,อย่าท้อทำกิน ฯ
เริ่มการตรองตรึงไว้,ในใจ,การจะลุจึงไข,ข่าวแจ้ง,เดื่อดอกออกห่อนใคร,เห็นดอก,ผลผลิตติดแล้วแผร้ง,แพร่ให้คนเห็น ฯ
การใดตรองผิดไซร้,เสียถนัด,เอาสิ่งนั้นตรองขัด,คิดแก้,หนามยอกสิ่วแคะคัด,ฤๅออก,หนามต่อหนามนั้นแล้,เขี่ยได้คืนถอน ฯ
ผมผิดคิดสิบห้า,วันวาร,ทำไร่ผิดเทศกาล,ขวบเช้า,เลี้ยงเมียผิดรำคาญ,คิดหย่า,ทำผิดไว้คิดเศร้า,ตราบเท้าวันตาย ฯ
เดินทางต่างเทศให้,พิจารณ์,อาสน์นั่งนอนอาหาร,อีกน้ำ,อดนอนอดบันดาล,ความโกรธ,ห้าสิ่งนี้คุณล้ำ,เลิศล้วนควรถวิล ฯ
อาศัยเรือนทาสท่านให้,วิจารณ์,เห็นท่านทำการงาน,ช่วยพร้อง,แม้มีกิจโดยสาร,นาเวศ,พายถ่อช่วยค้ำจ้อง,จรดให้จนถึง ฯ
เขาบ่เรียกสักหน่อยขึ้น,เคหา,ท่านบ่ถามเจรจา,อวดรู้,ยกตนอหังการ์,เกินเพื่อน,สามลักษณะนี้ผู้,เผ่าร้ายฤๅดี ฯ
เป็นคนคลาดเหย้าอย่า,เปล่ากาย,เงินสลึงติดชาย,ขอดไว้,เคหาอย่าศูนย์วาย,เข้าเปลือก มีนา,เฉินฉุกขุกจักได้,ผ่อนเลี้ยงอาตมา ฯ
สินใดบ่ชอบได้,มาเรือน,อยู่แค่เจ็ดเดือนเตือน,ค่ำเช้า,ครั้นนานย่อมเลือนเปือน,ปนอยู่,มักชักของเก่าเหย้า,มอดม้วยหมดโครง ฯ
ตมเกิดแต่น้ำแล่น,เป็นกระสาย,น้ำก็ล้างเลนหาย,ซากไซร้,บาปเกิดใช่แต่กาย,เพราะจิต ก่อนนา,อันจักล้างบาปได้,เพราะน้ำใจเอง ฯ
อายครูไซร้ถ่อยรู้,วิชา,อายแก่ราชาคลา,ยศแท้,อายแก่ภรรยาหา,บุตรแต่ ไหนมา,อายกับทำบุญแล้,สุขนั้นฤามี ฯ
หน้าแช่มชื่นช้อยเช่น,บัวบาน,ถ้อยฉ่ำคำเฉื่อยหวาน,ซาบไส้,หัวใจดั่งดาบผลาญ,ชนม์ชีพ,เขาเหล่านี้กล่าวไว้,ว่าผู้ทรชน ฯ
หลีกเกวียนให้หลีกห้า,ศอกหมาย,ม้าหลีกสิบศอกกราย,อย่าใกล้,ช้างยี่สิบศอกคลาย,คลาคลาด,เห็นทุรชนหลีกให้,ห่างพ้นลับตา ฯ
พาชีขี่คล่องคล้อย,ควรคลา,โคคู่ควรไถนา,ชอบใช้,บนชานชาติวิฬาร์,ควรอยู่,สุนัขเนาแต่ใต้,ต่ำเหย้าเรือนควร ฯ
กระบือหนึ่งห้ามอย่า,ควรครอง,เมียมิ่งอย่ามีสอง,สี่ได้,โคสามอย่าควรปอง,เป็นเหตุ,เรือนอยู่สี่ห้องให้,เดือดร้อนรำคาญ ฯ
มีเรือค้าขี่ห้า,ลำนอ ห้ามแฮ,สุนัขหกอย่าพึงพอ,จิตเลี้ยง,แมวเจ็ดเร่งเร็วขอ,มาใส่ อีกนา,ช้างแปดม้าเก้าเหยี้ยง,อย่างห้ามเพรงมา ฯ
มีเงินให้ท่านกู้,ไปนา,ศิลปศาสตร์ฤๅศึกษา,เล่าไว้,มีเมียอยู่เคหา,ไกลผ่าน,สามลักษณะนี้ใกล้,แกล่แม้นไป่มี ฯ
สบพบคนเคลิ้มอย่า,เจรจา,ลาภอยู่ไกลอย่าหา,ใคร่ได้,มีลูกโฉดปัญญา,ยากจิต ตนนา,เมียมิตรร้ายอย่าใกล้,อยู่เพี้ยงขันที ฯ
ไร้สิ่งสินอับแล้ว,ปัญญา,อีกญาติวงศ์พงศา,บ่ใกล้,คนรักย่อมโรยรา,รสรัก กันแฮ,พบแทบทางทำใบ้,เบี่ยงหน้าเมินหนี ฯ
อย่าเรียนเพียรคิดค้น,ขุดของ,อย่าตริตรึกนึกปอง,บ่อนเหล้น,อย่าเรียนเวทมนตร์ลอง,สาวสวาท,แปรธาตุหนึ่งพึงเว้น,สี่นี้เบียนตน ฯ
รักมิตรสุภาพไซร้,สมรมิตร,รักเผ่าพงศาสนิท,ซื่อไซร้,รักหญิงอย่าพึงคิด,สินอ่อย เอานา,รักสัตย์ศีลจักได้,สุขแท้ทางสวรรค์ ฯ
รักทรัพย์อย่ายิ่งด้วย,วิชา,สว่างอื่นเท่าสุริยา,ห่อนได้,ไฟใดยิ่งราคา,เพลิงราค ฤๅพ่อ,รักอื่นหมื่นแสนไซร้,อย่าสู้รักธรรม ฯ
มีมิตรจงรอบรู้,รักสนิท,ดุจอุทรเดียวชิด,ชอบหน้า,ความขำเงื่อนงำปิด,ปัดเป่า,ท่านว่ามิตรนี้อ้า,เอกล้ำเหลือดี ฯ
เมียท่านพิศพ่างเพี้ยง,มารดา,ทรัพย์ท่านคืออิฐผา,กระเบื้อง,รักสัตว์อื่นอาตมา,เทียมเท่า กันแฮ,ตรองดั่งนี้จักเปลื้อง,ปลดพ้นสงสาร ฯ
คนใดใจส่างสิ้น,ความอาย,ความสัตย์เสื่อมกระจาย,จากแท้,มานะเจ็บอายหาย,หมดเนตร,สิ่งสี่มีพร้อมแล้,เล่ห์เพี้ยงเดียรฉาน ฯ
คนใดมีสัตย์ทั้ง,มานะ,ความเจ็บยังไป่ละ,หนึ่งบ้าง,ความอายบ่สละ,จากจิต,แม้ตกต่ำไร้ร้าง,ห่อนผู้ดูแคลน ฯ
คนใดฟังอรรถแล้ว,บ่ขวาย- ขวนนา,บ่ตริตรึกนึกหมาย,มั่นไว้,บ่ถามไต่อุบาย,เติมต่อ,ปราชญ์ว่าผู้นั้นไซร้,ใช่เชื้อเมธา ฯ
คนใดทรงสัตย์สร้าง,ศีลา,ไป่เคียดขึ้งหึงสา,สัตว์ไซร้,น้ำจิตคิดกรุณา,เนืองนิจ,คนดั่งนี้จัดได้,ชื่อเชื้อปรีชา ฯ
คนใดละพ่อทั้ง,มารดา,อันทุพพลชรา,ภาพแล้ว,ขับไล่ไม่มีปรา-,นีเนตร,คนดั่งนี้ฤาแคล้ว,คลาดพ้นไภยัน ฯ
คนใดเอมโอชด้วย,เจรจา,เห็นแก่เฒ่าพฤฒา,ถ่อมไหว้,สรรเสริญทั่วโลกา,มนุษย์ นี้นา,ปรโลกพู้นจักได้,สู่ฟ้าเมืองแมน ฯ
คนใดด่าโคตรเค้า,ตระกูล,ถือว่าตนทรัพย์มูน,มั่งขั้ง,ดูหมิ่นหมู่ประยูร,พงศ์เผ่า,เป็นที่ติเตียนทั้ง,ทั่วท้องโลกา ฯ
ชายใดเร่คบค้า,นารี,เสพสุรายินดี,บ่อนเหล้น,นกไก่สกาตี,มือต่อ พนันนา,คนดั่งนี้ฤๅเว้น,จากเบื้องฉิบหาย ฯ
คนใดถ่อยจากรู้,วิชา,หญิงรูปร้ายกิริยา,โฉดด้วย,บรรพชิตบ่รักษา,ศีลขาด,สามสิ่งนี้ชื่อม้วย,ชีพสิ้นสุดสกล ฯ
คนร้ายมักชอบร้าย,ราคี,สอนสั่งสิ่งความดี,บ่ได้,ดุจเกลือทอดนที,ศูนย์เปล่า,เสพที่ชั่วเชือนไซร้,ทราบแจ้งใจมัน ฯ
สอนคนหีนชาติช้า,โฉดเฉา,ฝนตกเจิมจอมเขา,หลั่งหลุ้ม,คนดีสั่งสอนเอา,โอวาท,กลกะมะออมน้ำอุ้ม,อิ่มได้โดยใจ ฯ
เผ่าพาลพวกไป่รู้,คุณคน,มันยอมหาเหตุผล,ขุดไค้,สมบัติสี่สากล,โกยกอบ ให้แฮ,ฤๅอาจยังมันให้,เกิดแย้มยินดี ฯ
ได้สินทรัพย์เพื่อค้า,ขนหงส์,เลี้ยงชีพช้ายืนยง,อยู่แล้ว,ภายหลังโลภไป่ตรง,ใจต่อ,ถอนทั่วตัวหงส์แคล้ว,คลาดสิ้นเสื่อมทอง ฯ
แม่น้ำคุ้งคดเคี้ยว,ควรจร,เหล็กคดทำเคียวรอน,ไร่เข้า,ไม้กระทดกระทำทอน,ทุกที่ กงนา,คนคดดั่งคูถเหน้า,บ่ต้องการงาน ฯ
ปราชญ์ใดเรืองรู้ยิ่ง,วิทยา,กล่าวมธุรสธรรมา,ห่อนพลั้ง,น้ำจิตอสัตยา,ยลยาก,คือดั่งดวงแก้วตั้ง,แต่งไว้เรือนโจร ฯ
ไป่ถามปราชญ์บ่พร้อง,พาที,เปรียบดั่งเภรีตี,จึ่งครื้น,คนพาลพวกอวดดี,จักกล่าว,ถามบ่ถามมันฟื้น,เฟื่องถ้อยเกินถาม ฯ
ร่วมรักนักปราชญ์เชื้อ,ชาตรี,เราผิดชอบชั่วดี,ท่านแจ้ง,เอาเยี่ยงอย่างอย่ามี,จิตโกรธ,ปรากฏกลท่านแกล้ง,แนะให้ขุมทอง ฯ
น้ำบ่มีจิตรู้,ไหลจร,ไม้คดเขาทำศร,ซื้อได้,บัณฑิตทราบสุนทร,โอวาท,สอนสั่งอาตมะให้,อ่อนด้วยใจเอง ฯ
อย่าคบคนหมู่ร้าย,ทรชน,คบแต่บัณฑิตคน,ปราชญ์แปล้,วันคืนรวดเร็วดล,บุญเร่ง ทำนา,เห็นอนิจนั้นแล้,ล่วงพ้นสงสาร ฯ
พึงอวยโอวาทไว้,ในตน ก่อนนา,จึงสั่งสอนสาธุชน,ทั่วหล้า,แต่แรกเร่งผจญ,จิตอาต- มาแฮ,สัตว์อื่นหมื่นแสนอ้า,อาจแท้ทรมาน ฯ
ช่างหม้อตีหม้อใช่,ตีฉาน แตกนา,ดีแต่งเอางามงาน,ชอบใช้,ดุจศิษย์กับอาจารย์,ตีสั่ง สอนแฮ,ตีใช่ตีจักให้,สู่ห้องอบาย ฯ
คุณแม่หนาหนักเพี้ยง,พสุธา,คุณบิดรดุจอา-,กาศกว้าง,คุณพี่พ่างศิขรา,เมรุมาศ,คุณพระอาจารย์อ้าง,อาจสู้สาคร ฯ
เมื่อร้อนน้ำท่านให้,เย็นใจ,เมื่อเยือกเย็นได้ไฟ,อุ่นเนื้อ,เมื่อทุกข์ท่านแก้ไข,ชูช่วย,เมื่อยากจนท่านเกื้อ,ก่อให้ทุนทำ ฯ
เย็นเงาพฤกษ์มิ่งไม้,สุขสบาย,เย็นญาติทุกข์สำราย,กว่าไม้,เย็นครูยิ่งพันฉาย,กษัตริย์ยิ่ง ครูนา,เย็นร่มพระเจ้าให้,ร่มฟ้าดินบน ฯ
ทองกวาวหงอนไก่เส้ง,สดสี,งามแต่กลิ่นฤๅมี,หนึ่งน้อย,นักเรียนบอกบาลี,ลบหลู่ ธรรมนา,งามผาดผลเท่าก้อย-,กอบนั้นฤๅมี ฯ
หอมกลิ่นดอกไม้ที่,นับถือ,หอมแต่ตามลมฤๅ,กลับย้อน,หอมแห่งกลิ่นกล่าวคือ,ศีลสัตย์ นี้นา,หอมสุดหอมสะท้อน,ทั่วใกล้ไกลถึง ฯ
ทำบุญบุญแต่งให้,เห็นผล,คือดั่งเงาตามตน,ติดแท้,ผู้ทำสิ่งอกุศล,กรรมติด ตามนา,ดุจจักรเกวียนเวียนแล้,ไล่ต้อนตีนโต ฯ
ใจบุญบุญนักรู้,เร็วทำ,ใจบาปทำบาปกรรม,ง่ายแท้,ใจบุญก่อบาปลำ-,บากยาก จิตนา,ใจบาปทำบุญแล้,ยิ่งนั้นแสนทวี ฯ
